"species","Female_None_Mean","Female_None_SE","Female_None_Lower","Female_None_Upper","Female_Hormonal_Mean","Female_Hormonal_SE","Female_Hormonal_Lower","Female_Hormonal_Upper","Female_Immunological_Mean","Female_Immunological_SE","Female_Immunological_Lower","Female_Immunological_Upper","Female_Surgical_Mean","Female_Surgical_SE","Female_Surgical_Lower","Female_Surgical_Upper","Female_Undetermined_Mean","Female_Undetermined_SE","Female_Undetermined_Lower","Female_Undetermined_Upper","Male_None_Mean","Male_None_SE","Male_None_Lower","Male_None_Upper","Male_Hormonal_Mean","Male_Hormonal_SE","Male_Hormonal_Lower","Male_Hormonal_Upper","Male_Immunological_Mean","Male_Immunological_SE","Male_Immunological_Lower","Male_Immunological_Upper","Male_Surgical_Mean","Male_Surgical_SE","Male_Surgical_Lower","Male_Surgical_Upper","Male_Undetermined_Mean","Male_Undetermined_SE","Male_Undetermined_Lower","Male_Undetermined_Upper"
"Capra falconeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.91214548906537,0.243764331425305,6.45631978711998,7.40049055719197,NA,NA,NA,NA,NA,NA,NA,NA,7.41308309235688,1.11852618763311,5.43614084173847,9.85387691708469,NA,NA,NA,NA
"Capra hircus",9.32699127410796,0.0668588642277653,9.19818685319059,9.45639121982934,8.42654815418383,1.25708298842999,6.28368513980105,11.2410295384397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.00665980896797,0.11833684711159,8.77928652021444,9.23440633541259,NA,NA,NA,NA,NA,NA,NA,NA,9.20723504755258,0.198659389360869,8.81976466068235,9.61179311947318,9.29517279000517,0.5169423415447,8.32618106400954,10.3322089625955
"Capra nubiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.24645833025085,0.24211952828767,6.7861359755666,7.73830180418419,NA,NA,NA,NA,NA,NA,NA,NA,8.85727405431322,1.09764276213966,6.93005467333685,11.2243740053207,NA,NA,NA,NA
"Carollia perspicillata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.66668909969057,0.217517001987972,4.24873065075496,5.10113338410326,NA,NA,NA,NA,NA,NA,NA,NA,12.4454152272426,2.56697683039679,8.47061754223014,18.3408365348775,NA,NA,NA,NA
"Cavia porcellus",4.34501159058786,0.0564380334568231,4.23584806786148,4.45783310177813,NA,NA,NA,NA,NA,NA,NA,NA,3.4089366917815,0.400055322001779,2.69429688094838,4.2654764539896,NA,NA,NA,NA,3.91247244308072,0.0880445957356341,3.74347762855297,4.08480696689158,NA,NA,NA,NA,NA,NA,NA,NA,4.35174916087003,0.324472255388045,3.74611224969419,5.02673292271101,NA,NA,NA,NA
"Cebuella pygmaea",6.34750799333971,0.162773945259934,6.03559447992675,6.68022097702327,8.14905378492034,1.7912415169111,5.38010429914189,12.2100121038221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cebus capucinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2023349995104,3.02598336504336,16.7435778064089,28.5379804662657,NA,NA,NA,NA,NA,NA,NA,NA,50.2997648396353,27.0215835781872,26.6671367110508,123.882151556457,NA,NA,NA,NA
"Cercopithecus neglectus",14.4316608118559,0.719647976175583,13.1051060957769,15.89831227957,18.1868385494455,4.08921151507203,11.3561921181255,27.3272640315629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cervus canadensis",13.740865918217,0.261662580527348,13.2157903798649,14.2526399868715,13.8703071361026,1.45783801924133,11.1794846116034,16.8511715134685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.20614071110193,0.327087362570985,8.57949959924091,9.86731182193655,NA,NA,NA,NA,NA,NA,NA,NA,14.5310399365404,2.11959087977197,10.869845658659,19.0656658375113,NA,NA,NA,NA
"Cervus elaphus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.67187334238866,0.368392778380656,7.97319304307094,9.41264564399536,NA,NA,NA,NA,NA,NA,NA,NA,7.78112563594922,0.853404760757286,6.25721752760084,9.57741999914031,NA,NA,NA,NA
"Cervus nippon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.88370960914311,0.262022132124378,7.38508949797206,8.42050475521034,NA,NA,NA,NA,NA,NA,NA,NA,6.13147094776708,0.94522610028454,4.52328185874423,8.19512244993507,NA,NA,NA,NA
"Chinchilla lanigera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.23407211716258,0.22899002143556,6.79466079598363,7.69986945526202,NA,NA,NA,NA,NA,NA,NA,NA,8.0951774840695,1.21144441651721,5.94077180103111,10.8273781284989,NA,NA,NA,NA
"Chlorocebus aethiops",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8199707701512,0.911317586928546,13.225409842297,16.8467207891237,NA,NA,NA,NA,NA,NA,NA,NA,18.3750329493228,4.68073788972989,10.9775178157141,29.032284770987,NA,NA,NA,NA
"Chrysocyon brachyurus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colobus angolensis",12.6503627576559,1.669447302904,9.91651991955918,16.4757577434419,19.2855407356372,6.11633250881437,11.798830812337,34.6386993435467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colobus guereza",9.66816757240023,0.338426761836201,9.02067500387387,10.3311719626073,15.3687670233479,1.50758342454011,12.6503139262775,18.5221885865208,NA,NA,NA,NA,NA,NA,NA,NA,12.9453763132731,1.24915952256556,10.6457872529838,15.5528435152312,13.9395479427191,0.480783199723481,13.0446911503805,14.908275147626,NA,NA,NA,NA,NA,NA,NA,NA,14.1851196443955,1.73304043659284,11.0987512242428,17.9362295947484,NA,NA,NA,NA
"Connochaetes taurinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.445478472062,0.297899211312027,6.89043483464033,8.05067887169992,NA,NA,NA,NA,NA,NA,NA,NA,10.542687054966,0.968698386740261,8.73058984079458,12.5581798156823,6.27223310884148,1.47734744748321,3.80768872068881,9.5707694253084
"Crocuta crocuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cynomys ludovicianus",5.67804297886384,0.160368399502959,5.38346659277479,6.00523790459883,NA,NA,NA,NA,NA,NA,NA,NA,4.67523296388612,0.70242321772088,3.49293237692957,6.22727183961391,NA,NA,NA,NA,5.30830761309665,0.175436527226285,4.98505557028777,5.66988391347953,NA,NA,NA,NA,NA,NA,NA,NA,4.94575909887709,0.458469586398946,4.1233777254,5.91780772301168,NA,NA,NA,NA
"Dama dama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.91274815126085,0.248149627028045,7.45463464401695,8.42236821122168,NA,NA,NA,NA,NA,NA,NA,NA,9.40443745254499,1.17948101826819,7.35116512525908,11.9422696367452,4.94729839774612,1.00588931908088,3.32616551307701,7.24891620989083
"Damaliscus pygargus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.22685799238436,0.246767398474478,5.75938764431836,6.71541016050563,NA,NA,NA,NA,NA,NA,NA,NA,6.73363675975459,1.06303055661919,4.94610597847153,9.09143174625964,NA,NA,NA,NA
"Desmodus rotundus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.05209576180593,0.304427820953376,7.46637687768909,8.66321498301851,NA,NA,NA,NA,NA,NA,NA,NA,13.5069397252559,1.59368916760795,10.4372760030768,16.777817906968,NA,NA,NA,NA
"Didelphis virginiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46873850291018,0.0537903497339747,1.36706899291186,1.57581417373607,NA,NA,NA,NA,NA,NA,NA,NA,2.27948943027745,0.26962281133088,1.81103439464493,2.88259069827898,NA,NA,NA,NA
"Dolichotis patagonum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55598010389596,0.137859045755365,5.29138670206804,5.83158167567384,NA,NA,NA,NA,NA,NA,NA,NA,7.28928166676954,0.939549955721288,5.66276726068765,9.28465645683359,NA,NA,NA,NA
"Eidolon helvum",17.8427213020056,0.543678563566738,16.8207888293512,18.9340431009594,NA,NA,NA,NA,NA,NA,NA,NA,19.944320867081,1.43019739865748,17.3258348230257,22.9659460616712,NA,NA,NA,NA,14.7420329787229,0.44369837666346,13.8929476988439,15.6268630572374,NA,NA,NA,NA,NA,NA,NA,NA,17.8391910761804,1.00015796521986,15.9180664960876,19.9646289829383,NA,NA,NA,NA
"Equus asinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8461989602469,0.671331829772994,20.5702849319962,23.2129131900757,NA,NA,NA,NA,NA,NA,NA,NA,24.876913543506,1.04088049705702,22.9242758382859,26.9968176105045,NA,NA,NA,NA
"Equus caballus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.6934189416286,0.386786453456754,17.9898608413964,19.497172421662,NA,NA,NA,NA,NA,NA,NA,NA,23.9347975350079,0.948269231498049,22.3095792061992,26.1257318531558,23.6647064445853,2.45274137022848,19.3052491549158,28.9267544716971
"Equus hemionus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2156176398757,0.854649772536128,9.75758965426728,13.1607978552563,NA,NA,NA,NA,NA,NA,NA,NA,30.0440953370721,13.5446411466215,15.316314333248,63.5726048747332,NA,NA,NA,NA
"Equus quagga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1406441191846,0.395002394636616,13.3976720780731,14.9267741392297,NA,NA,NA,NA,NA,NA,NA,NA,21.3044364950362,1.8375225280423,18.0598711455061,25.1550633636572,NA,NA,NA,NA
"Erythrocebus patas",14.0348734354093,0.476454594954197,13.1187319631947,14.9787278453706,14.6887082844082,1.80984497517384,11.4616797086369,18.5407454805929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0902295391826,0.561093448781081,10.0322857053232,12.2543860560377,NA,NA,NA,NA,NA,NA,NA,NA,11.5276018772948,1.61424561712142,8.76706738165077,15.1602706855463,NA,NA,NA,NA
"Eudorcas thomsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.80545670983759,0.207190121662992,4.41767274070571,5.22696928305407,NA,NA,NA,NA,NA,NA,NA,NA,10.0708682845251,1.39865404543444,7.75746541300374,13.322364955121,NA,NA,NA,NA
"Eulemur coronatus",14.3453868679121,0.93857320661809,12.4935024419781,16.1964417595938,19.9708461524807,1.7766735216537,16.2567743984346,23.2919181596052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eulemur macaco",13.2096217809686,0.62326831638217,12.0013053842928,14.4685264131003,22.0108787933702,4.46215290986482,14.8056819050117,32.2839253650489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eulemur rubriventer",19.7297388779623,3.0218736175393,15.8665165957103,27.9108621394444,20.4294675088765,5.41386118989563,12.8179009246675,32.6859415849881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Felis catus",12.7768856827654,0.329590666995014,12.1294119031991,13.4314108947671,NA,NA,NA,NA,NA,NA,NA,NA,16.0235120832716,0.867580105663984,14.4003882789335,17.7832219326004,NA,NA,NA,NA,9.52978913422058,0.445298840283205,8.65661414749483,10.4082964079916,NA,NA,NA,NA,NA,NA,NA,NA,13.3790936666417,0.955677006217472,11.5507657189175,15.3373064758921,14.8634167699648,2.04205181620588,11.0764693196613,19.1681164341151
"Giraffa camelopardalis",13.4468897938291,0.218269898850863,13.029506647779,13.8794418731316,16.393531282195,1.28976228205496,14.0254085794047,19.0328359870708,15.3664471748727,1.42323413666831,12.7718607052111,18.329387102579,NA,NA,NA,NA,16.2695820903994,1.20616122851307,14.0324158132713,18.7409519301975,10.2343641090948,0.208634669090473,9.83812792711687,10.6568441228546,NA,NA,NA,NA,13.5729196409074,3.21639896249934,8.47609882256474,21.0355463026483,12.7486540217953,0.990136335635532,10.9223191152182,14.7564839656705,NA,NA,NA,NA
"Gorilla gorilla",27.2543626598851,1.76033111548377,24.2511871172907,31.1940416360975,39.0093355950635,5.00317781104008,31.489398554474,50.4593018872209,NA,NA,NA,NA,NA,NA,NA,NA,34.6519865481054,3.79471580332382,28.6215234265689,43.7389546157594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hemitragus jemlahicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.48531600247544,0.383500753978114,6.79984898548305,8.31378696223464,NA,NA,NA,NA,NA,NA,NA,NA,9.66710242483743,1.36893282759713,7.34661874007135,12.6401519747129,NA,NA,NA,NA
"Hippopotamus amphibius",33.9463527245425,2.28906071747929,30.5399226151513,39.1681862128246,55.3603151578486,16.2929836452357,32.6655744543863,94.4457820093263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hippotragus niger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.08685129274798,0.381015516276476,7.37481707046786,8.87020005022859,NA,NA,NA,NA,NA,NA,NA,NA,8.26316896945112,1.64995634919747,5.59318509726874,12.0482109141468,NA,NA,NA,NA
"Hydrochoerus hydrochaeris",5.89831346265379,0.131364480177016,5.64956267682445,6.15865901403316,5.98709134112012,1.09035835501204,4.18933870025081,8.41535438492148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6891982199348,0.153288414480516,5.40707003332946,6.00755072863321,NA,NA,NA,NA,NA,NA,NA,NA,5.41185354306961,0.482747376619272,4.54156757758361,6.40717817522662,NA,NA,NA,NA
"Hylobates lar",20.8078593379121,1.38795930152422,18.5316807371584,24.1573922396521,23.5597438133705,4.60626764195057,16.2852887127877,33.8903301870332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
