"species","Nhorm","Nnocon","LifeExpHormMean","LifeExpHormSE","LifeExpHormLower","LifeExpHormUpper","LifeExpNocontMean","LifeExpNocontSE","LifeExpNocontLower","LifeExpNocontUpper","PropHazMean","PropHazSE","PropHazLower","PropHazUpper"
"Panthera leo",55,2839,13.116873154613,0.953163060191158,11.2966829736328,15.0252622824909,11.6126624324658,0.157806058295024,11.3015951956408,11.9251194214813,-0.314043487668521,0.199741225734577,-0.719396642751982,0.0672751996017114
"Saguinus oedipus",46,1897,10.592822451975,1.21961426037419,8.32584561003703,13.1526579663483,7.88232105951607,0.187365761467237,7.51297923574595,8.25101521929306,-0.46316181718011,0.203031257979893,-0.877458635711585,-0.0850917696943501
"Panthera tigris",38,3299,8.72069647577837,0.930991102782122,7.01899613568953,10.6097953537788,11.0941304182175,0.122375340136547,10.8568247744211,11.3402707086356,0.60340100469269,0.239121928318164,0.122068382183569,1.04904482163501
"Papio hamadryas",123,1406,17.3994554003972,1.04648232436762,15.4255322172542,19.4831327587434,14.9585657315084,0.33713308368585,14.3059904914543,15.600608241635,-0.305805915785401,0.132972154065553,-0.566250511801915,-0.0481572041705737
"Pan troglodytes",77,1567,33.8415405224642,2.93409749285382,28.4195235845296,40.2556960663507,28.1589081930475,0.618953603378791,26.9535565223517,29.3677412933648,-0.445652911403685,0.232885901849909,-0.940156743982632,-0.00668450122183819
"Macaca fuscata",46,1037,21.2390013298636,1.62333696705284,18.1667577977322,24.5810243381321,15.9467182694997,0.361525739467342,15.2519645769409,16.671334069503,-0.715562892544826,0.225954193259206,-1.18457609020149,-0.292116562998862
"Axis axis",35,3101,10.5750632352746,0.947008215604191,8.90304674390317,12.5779323963848,9.58096022199514,0.176955559176744,9.24600750610541,9.93967119675404,-0.182936087324858,0.176191396290294,-0.541600236176047,0.137649750616619
"Lycaon pictus",45,874,6.18284163048589,0.555492622307974,5.14029590708938,7.30567755581058,6.21607700856314,0.15526928363507,5.91261749256153,6.52412354388365,0.0137378024617978,0.221270009495249,-0.432504037309694,0.430079124229028
"Colobus guereza",35,952,11.3964838758497,1.57669304977682,8.53708022518729,14.7168066223741,8.93473728603375,0.306782682805365,8.34074119209166,9.55771774195384,-0.357571975534177,0.22744849298467,-0.819494600195743,0.0620336065867125
